id,video_url,New URL,Status
fGJb_W6OSYaOSFG5yk0uoQ,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706694231459-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
O5EV8peTSvCU6E0fC9oZqg,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707327009951-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
Yc9NLKP5Rt6zmOIBEnntRA,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706699381937-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
AIrQItB_T327GRsvWheQ4w,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706610522947-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
Ql18RDcWSyGDSu9kvBA2xA,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707230924251-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
eEQZsRF-ST-_8RB1DLoX1Q,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707321260245-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
IAsp4Z-YQSylQg3RV9tH1w,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706609615025-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
MCBogc_fShujFIzYGQe9dw,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707402951646-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
NqATeDgmT9eizJPm2CJ1vw,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707404626192-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
LEfyYkd8RSqtET1BiDAYCA,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707408153269-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
TKSd65s3Tluz4EJ7TGU18g,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707514719005-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
KGjuzeRRTOOxxL4mMNkYpA,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706615684150-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
HBtMgUQ8QqOA67sybN_t_A,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706611511132-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
NxAuX5yFSX-_pMfNEBBENA,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706542462909-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
MQ2TFcARSuuTgDeTPtRu9w,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706539736687-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
HJy0bAfOSoCFkXaggeUKyQ,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706636111254-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
